iban,fullname,email,company,pricetag,longitude,date,language_name,timezone,country,iso8601,language_code,bank_country,file_name,latitude
DE40187211538592531209,Henrike Stolze,henrike.stolze@gmx.de,Bonbach,"85.565,73 €",-166.064213,1972-09-04,Marshallese,America/Tegucigalpa,Heard- und McDonald-Inseln,2010-08-12T20:10:31,mai,DE,stehen.numbers,65.9134115
DE43329875689025922817,Katy Gertz,katy.gertz@gmail.com,Schmiedecke Scheuermann GmbH,"24,30 €",-72.277068,2008-11-30,Spanish,Europe/Paris,Republik Korea,2000-09-01T07:09:21,nso,DE,Wohnung.json,81.956797
DE24545830884486366410,Vinko Wiek,vinko.wiek@gmail.com,Harloff Bolzmann KG,"908,47 €",93.967390,2000-11-09,Finnish,Atlantic/Cape_Verde,Sri Lanka,2002-02-08T19:05:52,as,DE,Kopf.pages,44.750310
DE17448373040952324214,Mijo Anders,mijo.anders@proton.ch,Ditschlerin,"292,68 €",-77.595287,2003-06-17,Chuvash,Australia/Sydney,Kaimaninseln,2002-05-31T19:44:34,raj,DE,ziehen.json,-36.834052
DE84188255781369231148,Berthold Schacht,berthold.schacht@hotmail.com,Hänel Gehringer GmbH & Co. OHG,"0,95 €",-140.677363,1990-06-14,Oriya,Atlantic/Canary,Indonesien,2018-09-27T05:05:16,my,DE,fahren.mp3,-15.0260545
DE23315476989029499956,Theresa Thanel,theresa.thanel@hotmail.com,Oestrovsky,"57.500,44 €",17.253981,1987-04-07,Western Frisian,Europe/Luxembourg,Guatemala,2011-09-03T13:37:04,tt,DE,Gesicht.webm,18.800772
DE41918538309505832842,Engelbert Hendriks,engelbert.hendriks@gmx.de,Lehmann Stiftung & Co. KG,"96.535,13 €",-40.309393,2018-07-04,Kalaallisut,Asia/Beirut,Montserrat,2006-01-25T22:46:36,sid,DE,Bett.jpeg,22.6265905
DE16792675876450766110,Nuray Herrmann,nuray.herrmann@msn.com,Keudel KG,"982,22 €",-91.885995,1999-05-10,Latin,Pacific/Enderbury,Heard- und McDonald-Inseln,2014-02-23T03:50:31,cy,DE,Musik.json,-42.716435
DE44290450392889000113,Hans-Hermann Rose,hans-hermann.rose@aol.com,Mende,"2.087,99 €",-164.026743,2004-06-11,Estonian,Europe/Vilnius,Samoa,1992-12-01T20:19:11,lg,DE,ob.doc,-25.8572045
DE83636876399559208281,Siegried Reising,siegried.reising@proton.ch,Noack AG,"6.467,67 €",36.083252,1977-09-23,Hebrew,Asia/Baku,Tuvalu,1995-06-06T00:32:07,bem,DE,gab.txt,-39.624785
DE47212279787136439515,Kreszenz Gorlitz,kreszenz.gorlitz@gmail.com,Heß GbR,"5.222,98 €",-8.423743,1993-01-06,Georgian,Africa/Bujumbura,Tschad,1973-02-24T14:58:02,ml,DE,ist.webm,76.8400045
DE12452076510875553120,Claus Schaaf,claus.schaaf@aol.com,Trub Beer GbR,"614,47 €",-55.254074,1995-05-30,Tajik,Europe/Chisinau,Syrien,2021-07-29T18:22:41,tr,DE,zwei.docx,5.962697
DE52909960466179048725,Gerhardt Dussen van,gerhardt.dussen van@hotmail.com,Schmidtke e.V.,"6.282,16 €",17.715226,2001-03-30,Manx,Indian/Comoro,El Salvador,1999-12-24T18:01:32,ar,DE,seit.html,25.922382
DE98096920801776250063,Claudio Heydrich,claudio.heydrich@aol.com,Krein e.V.,"98.598,57 €",-142.203085,1974-01-02,Lithuanian,Asia/Tokyo,Seychellen,1988-07-08T10:42:41,ht,DE,Schiff.mov,-53.5659825
DE02184131423981598208,Denise Jäkel,denise.jäkel@proton.ch,Neuschäfer KG,"10,08 €",-46.989614,1977-09-26,Arabic,America/Lima,Afghanistan,2004-08-16T08:47:34,ru,DE,groß.wav,51.3479165
DE95742745433250560897,Jan Kramer,jan.kramer@proton.ch,Etzold GmbH & Co. KGaA,"8.650,60 €",133.800786,2017-08-25,Malay,Pacific/Nauru,Gambia,2006-11-22T04:38:51,gez,DE,Platz.png,-23.899247
DE10813309637584599125,Reingard Hiller,reingard.hiller@msn.com,Klapp,"837,75 €",75.259038,1984-03-24,Ndonga,Asia/Aqtau,Slowenien,2008-10-10T12:38:46,st,DE,Zimmer.webm,-15.888989
DE06129373747066879814,Ekrem Baum,ekrem.baum@msn.com,Spieß AG,"76.580,64 €",-42.612671,2018-06-01,Norwegian Nynorsk,Europe/Paris,Mauretanien,1976-12-23T15:14:16,zh,DE,hart.mov,31.1445465
DE42507664529831458197,Tassilo Schäfer,tassilo.schäfer@proton.ch,Holt,"35,28 €",1.465104,2003-05-01,Oromo,Pacific/Palau,St. Pierre und Miquelon,2007-03-22T07:41:21,cs,DE,mein.html,-39.0298435
DE94089210495019164891,Kurt Wohlgemut,kurt.wohlgemut@hotmail.com,Seidel,"46,60 €",1.879806,1980-09-16,Corsican,Indian/Mauritius,Aruba,1993-06-03T05:58:18,lzh,DE,Ding.jpg,86.067364
DE47101017268079076670,Alan Spieß,alan.spieß@gmail.com,Scholl KG,"6,93 €",112.801143,1982-01-28,Ukrainian,America/Managua,Türkei,1981-04-24T12:39:22,nhn,DE,Vogel.avi,-79.8076245
DE07905165976571530148,Edelgard Peukert,edelgard.peukert@proton.ch,Caspar Peukert AG & Co. KGaA,"8,13 €",-116.848569,1998-03-02,Polish,Pacific/Port_Moresby,Algerien,2000-07-27T12:06:20,bs,DE,ins.jpeg,-3.7609095
DE80074847579872124280,Günther Kobelt,günther.kobelt@hotmail.com,Röhrdanz Löchel KG,"1,22 €",103.945902,1991-05-22,Kinyarwanda,Asia/Kabul,Sambia,1982-03-31T03:26:33,mk,DE,weinen.odt,34.9690345
DE41476978590996378211,Jaqueline Ullrich,jaqueline.ullrich@aol.com,Förster,"9.143,42 €",99.858503,1972-06-19,Portuguese,America/Bogota,Jamaika,2014-03-15T19:06:24,mr,DE,oben.jpeg,30.743955
DE46489036422350674091,Verena Hölzenbecher,verena.hölzenbecher@aol.com,Meyer Bien GbR,"0,99 €",58.927805,2001-09-14,Walloon,Europe/Andorra,Réunion,1984-12-09T11:22:58,ts,DE,spät.avi,-52.7169035
DE35061382465212901613,Vesna Weihmann,vesna.weihmann@proton.ch,Klingelhöfer AG & Co. KGaA,"5.159,10 €",-41.392989,2023-01-26,Tigrinya,Asia/Tokyo,Madagaskar,1980-04-05T18:05:19,my,DE,Stelle.png,89.271565
DE55459970694679436915,Kreszentia Römer,kreszentia.römer@hotmail.com,Schleich Schottin AG & Co. OHG,"9,19 €",-67.481385,2005-04-19,Corsican,Africa/Abidjan,Gambia,2013-06-29T00:36:34,kw,DE,glücklich.css,61.595776
DE29333719366733220469,Mirja Scheibe,mirja.scheibe@gmx.de,Karge,"853,08 €",89.704630,1981-10-26,Chamorro,America/Costa_Rica,Grenada,1973-09-07T17:44:36,eu,DE,nämlich.mov,40.3902625
DE61056895982102635005,Eitel Kraushaar,eitel.kraushaar@aol.com,Röhricht Peukert KG,"4,53 €",77.926121,1991-01-08,Kuanyama,America/Lima,Syrien,1983-06-24T16:38:35,tg,DE,rennen.pdf,-76.5799205
DE42453499405482365049,Theodora Hentschel,theodora.hentschel@msn.com,Hiller Eimer GmbH & Co. KG,"21.683,41 €",-179.685480,2019-08-28,Javanese,Europe/Berlin,Palau,2021-04-07T02:05:00,bg,DE,ob.txt,40.7296275
DE41985064299151687564,James Hölzenbecher,james.hölzenbecher@hotmail.com,Heinrich Ring KG,"1,67 €",-31.335101,2019-01-25,Guarani,Africa/Tunis,Palau,1975-05-22T20:14:02,nr,DE,Brot.mp3,-84.202140
DE84058900701390412929,Heribert Hahn,heribert.hahn@hotmail.com,Fiebig Süßebier KG,"93.729,81 €",-81.954980,1987-02-04,Navajo,Europe/Helsinki,Bahrain,2008-07-14T02:35:25,nan,DE,nichts.docx,79.727519
DE94238672775449372461,Rudolf Ullmann,rudolf.ullmann@msn.com,Krause AG & Co. KG,"7.717,48 €",-4.536799,1993-09-26,Cornish,Asia/Bahrain,Libanon,1992-08-07T16:15:29,se,DE,Auge.docx,-48.170233
DE12148270449646705813,Viola Heser,viola.heser@gmx.de,Adler Stiebitz GmbH & Co. OHG,"7,74 €",-79.219400,2011-05-01,Ewe,Europe/Rome,Wallis und Futuna,1993-10-01T14:32:04,gd,DE,davon.jpg,-30.3957415
DE34743960583387407959,Veronika Mitschke,veronika.mitschke@hotmail.com,Aumann GbR,"7.417,49 €",-173.167442,1972-03-02,Panjabi,Europe/Minsk,Malta,2010-11-11T03:34:49,ta,DE,Sonne.wav,39.4395515
DE95263181986320341155,Meinhard Ruppersberger,meinhard.ruppersberger@proton.ch,Kallert Reuter e.G.,"45.581,32 €",133.339008,1974-03-08,Assamese,Europe/Madrid,Malta,2005-09-13T08:49:20,te,DE,wer.txt,-11.5660395
DE08013823493878527558,Felizitas Mülichen,felizitas.mülichen@aol.com,Trapp,"80,97 €",-117.096702,2000-05-12,"Sotho, Southern",America/St_Vincent,Japan,1975-08-30T10:52:12,ja,DE,Bett.html,2.298009
DE70871106975503165891,Arzu Krause,arzu.krause@gmx.de,Wende GbR,"220,60 €",-124.138196,1976-01-28,Ukrainian,Europe/Riga,Grenada,1990-09-28T17:50:04,ru,DE,machen.flac,-67.271562
DE79094234005962644979,Daniele Textor,daniele.textor@proton.ch,Drub Hermann GmbH & Co. KGaA,"1,19 €",62.050709,1972-01-10,Ojibwa,America/Argentina/Mendoza,Deutschland,2012-08-10T04:49:07,aa,DE,schauen.png,-10.0436285
DE36276433273048415714,Birgid Reichmann,birgid.reichmann@msn.com,Salz GmbH,"529,69 €",-72.892881,1978-02-13,Pali,Europe/Bratislava,Amerikanisch-Ozeanien,1999-09-01T08:24:38,ht,DE,fest.tiff,85.2815375
DE63246061745362319860,Dörte Fischer,dörte.fischer@gmail.com,Gerlach GmbH & Co. OHG,"95.670,29 €",176.649086,1971-09-22,Samoan,Africa/Mogadishu,El Salvador,2008-10-03T12:50:32,mn,DE,fröhlich.odp,14.9977055
DE57263370532100755830,Lili Weller,lili.weller@gmx.de,Säuberlich AG,"4.760,12 €",83.428351,1989-08-03,Welsh,Asia/Beirut,Färöer,1979-12-20T11:29:14,ss,DE,weiß.webm,29.8839615
DE87030400442379297694,Hans-Ulrich Hering,hans-ulrich.hering@aol.com,Schweitzer Mende KG,"611,62 €",76.764788,1981-06-10,Basque,Asia/Singapore,Benin,1997-05-16T07:56:28,uz,DE,heißen.js,68.889378
DE34992686721194330754,Tilo Süßebier,tilo.süßebier@msn.com,Zorbach,"31.184,97 €",144.804202,2004-09-17,Tsonga,America/Lima,Tschechische Republik,2021-01-26T11:30:05,as,DE,beißen.flac,-34.8275495
DE74333867067744389356,Anne-Katrin Junck,anne-katrin.junck@aol.com,Boucsein GbR,"71.110,13 €",-88.569783,1980-02-05,Marathi,Africa/Maseru,Seychellen,1995-09-09T14:19:33,ti,DE,Finger.webm,36.6665835
DE50219296946769643458,Sybille Drewes,sybille.drewes@msn.com,Kade,"1,73 €",5.044838,2008-11-09,Swati,Europe/Sarajevo,Griechenland,2010-03-30T20:46:25,so,DE,liegen.mov,1.7140565
DE28417466123730538303,Franco Schottin,franco.schottin@hotmail.com,Wieloch,"94,49 €",100.884038,1975-05-04,Abkhazian,Asia/Kuwait,Palästinensische Gebiete,1998-05-07T16:49:29,bn,DE,tun.png,64.2539155
DE30344189479862991269,Adriana Schacht,adriana.schacht@hotmail.com,Dowerg Putz OHG mbH,"7,37 €",4.696104,1999-01-18,Malay,Asia/Taipei,Neukaledonien,1992-10-07T12:01:17,or,DE,fallen.txt,-40.6235385
DE72348296126790132719,Lara Dörr,lara.dörr@proton.ch,Lorch Weihmann AG & Co. KGaA,"91,17 €",-109.559509,1991-09-21,Amharic,Asia/Bishkek,Paraguay,1992-03-04T20:48:59,yue,DE,gleich.numbers,87.862049
DE63721198598128823453,Anny Wernecke,anny.wernecke@gmail.com,Bauer Caspar GmbH & Co. KG,"42,59 €",98.486819,1982-07-09,Arabic,Europe/Athens,Nordmazedonien,2022-09-18T18:28:32,lb,DE,gesund.jpeg,-47.1770995
DE88771097729051829927,Gisela Dehmel,gisela.dehmel@gmx.de,Schulz GmbH,"72,25 €",-149.466891,2013-09-12,Welsh,Asia/Samarkand,Guatemala,1986-10-22T08:27:53,bem,DE,Schüler.pdf,-8.450325
DE10622347464407689425,Anatolij Koch II,anatolij.koch ii@proton.ch,Vollbrecht KG,"786,61 €",-19.696331,2010-03-06,Tonga,Asia/Beirut,Algerien,1972-07-18T02:05:27,mai,DE,über.mov,18.190820
DE85567371811068125269,Marlies Aumann,marlies.aumann@msn.com,Beier,"7,50 €",72.800666,1997-10-23,Bislama,America/Costa_Rica,Antarktis,1986-05-24T22:09:25,km,DE,sie.json,-85.2457545
DE71652676763686753320,Anita Röhrdanz,anita.röhrdanz@gmx.de,Hoffmann Koch II GmbH,"11,89 €",-175.702258,1992-09-29,Zulu,Europe/Vaduz,Bouvetinsel,1982-09-04T23:34:14,iw,DE,zeigen.jpeg,37.046704
DE88358835102937700465,Darko Gude,darko.gude@proton.ch,Höfig e.V.,"27,88 €",13.309826,1970-05-27,Kashmiri,Pacific/Galapagos,Malta,1991-12-23T14:24:10,kl,DE,Oma.html,-23.221013
DE80396613177437473405,Ingeborg Cichorius,ingeborg.cichorius@hotmail.com,Stoll e.V.,"365,32 €",-57.221758,1971-03-11,Galician,Asia/Baghdad,Belarus,1977-08-01T06:19:15,mk,DE,mich.mp4,83.824268
DE69479049962561064607,Irmtrud Koch II,irmtrud.koch ii@proton.ch,Döhn Hertrampf AG,"3,21 €",163.420297,2018-06-02,Ido,Atlantic/Cape_Verde,Luxemburg,2010-08-12T10:03:18,tl,DE,fallen.mp4,14.055319
DE18751416284220804879,Oswin Freudenberger,oswin.freudenberger@proton.ch,Weller,"888,46 €",83.448057,1980-05-05,Kirghiz,Pacific/Galapagos,Französisch-Polynesien,1978-07-04T01:15:16,ln,DE,setzen.flac,-53.9758775
DE89771157198206738152,Zofia Herrmann,zofia.herrmann@gmx.de,Reichmann,"3.661,06 €",45.237912,1987-06-10,Indonesian,Africa/Ndjamena,St. Vincent und die Grenadinen,1990-05-15T11:00:59,so,DE,schön.webm,50.765938
DE16353547593423992154,Erich Liebelt,erich.liebelt@msn.com,Pärtzelt,"27,68 €",-62.834715,2011-11-03,Ido,Europe/Riga,Libyen,1989-08-30T10:24:01,bn,DE,mehr.numbers,-83.615726
DE10020514015069558442,Marieluise Ritter,marieluise.ritter@gmail.com,Gnatz Heinz e.V.,"5.425,02 €",-11.762006,1971-08-16,Abkhazian,Europe/Sarajevo,Panama,1971-08-27T03:57:16,mt,DE,Bein.ods,80.937281
DE90595821823813999680,Kasimir Liebelt,kasimir.liebelt@gmail.com,Girschner Rust GmbH,"6,29 €",127.834984,1983-01-15,Burmese,Asia/Muscat,Bahamas,1989-09-06T06:34:54,gl,DE,mehr.png,-41.1381025
DE67490410443446406931,Margareta Scholl,margareta.scholl@msn.com,Reinhardt Stiftung & Co. KG,"709,22 €",111.210266,1977-03-13,Norwegian,America/Indiana/Petersburg,Barbados,1998-05-23T06:33:20,ak,DE,ja.key,-29.6458995
DE65767342294936274405,Concetta Henck,concetta.henck@proton.ch,Dietz GmbH & Co. OHG,"95,84 €",-159.414008,2014-04-24,Kurdish,Asia/Bangkok,Fidschi,1990-10-04T02:02:24,cs,DE,Opa.webm,-20.712170
DE86287188530904180931,Jochen Ziegert,jochen.ziegert@hotmail.com,Mohaupt Matthäi AG & Co. OHG,"9.018,32 €",20.051808,1997-09-12,Zulu,America/Caracas,Bolivien,2016-04-30T16:58:18,st,DE,lassen.ods,41.560489
DE39339693325881333371,Wolf Schuster,wolf.schuster@aol.com,Weinhold Dippel KG,"18,85 €",-22.073181,1975-01-25,Esperanto,Europe/Vatican,Iran,2020-08-28T21:27:22,ss,DE,kommen.mov,86.4791735
DE94799713931544481924,Mijo Fritsch,mijo.fritsch@gmail.com,Geisel Hornich OHG mbH,"136,43 €",-110.157339,2017-10-14,Kurdish,America/St_Vincent,Mikronesien,2000-01-19T05:34:03,shs,DE,stehen.avi,-82.3601715
DE78207235189763308694,Cengiz Lindner,cengiz.lindner@gmail.com,Scholtz,"44,01 €",-41.426616,2006-07-27,Bihari languages,Africa/Windhoek,Kuba,2020-10-20T20:13:53,mhr,DE,fallen.txt,72.957135
DE70738228402348912578,Bertha Kambs,bertha.kambs@gmx.de,Jessel AG,"766,99 €",-40.057665,1998-07-27,Arabic,Asia/Qyzylorda,Tonga,1994-09-23T07:10:07,li,DE,Angst.flac,83.937436
DE77164744931827005168,Heidelinde Mies,heidelinde.mies@aol.com,Geißler,"95,07 €",145.622065,1987-11-05,Turkish,Asia/Hovd,Aserbaidschan,1972-06-15T16:14:25,mni,DE,kaufen.pdf,-43.4785035
DE65018746745960455355,Annita Pechel,annita.pechel@msn.com,Zimmer Paffrath e.V.,"21,39 €",64.098164,2016-07-16,Ojibwa,Africa/Gaborone,Kokosinseln,1995-12-21T06:13:17,hak,DE,brauchen.bmp,-40.958330
DE45153009251024025710,Guido Trubin,guido.trubin@gmx.de,Rogner,"0,84 €",-30.595082,2012-08-27,Irish,Pacific/Port_Moresby,Griechenland,1984-12-02T07:11:30,en,DE,wahr.mp4,-19.2060115
DE75438852772391248122,Monique Schleich,monique.schleich@gmail.com,Mälzer,"6.720,58 €",79.779224,2005-05-04,Abkhazian,Pacific/Tarawa,Nordmazedonien,1993-03-28T19:18:23,dv,DE,Junge.flac,76.843280
DE08965120561953393020,Antonio Bruder,antonio.bruder@gmail.com,Knappe AG,"80,54 €",-5.256088,1987-03-22,Lithuanian,Europe/London,Nepal,1998-03-14T17:16:41,wo,DE,ins.bmp,-56.291883
DE02469499888904039249,Sibylle Bachmann,sibylle.bachmann@gmx.de,Mans,"9,30 €",-90.438618,1979-12-28,Interlingue,Europe/Ljubljana,Eritrea,1974-08-18T00:31:53,kw,DE,warm.key,-5.662574
DE59069055473192242416,Heiko Biggen,heiko.biggen@gmx.de,Lehmann,"989,89 €",-22.782441,1976-03-24,Uighur,Asia/Karachi,Polen,2013-06-28T10:32:34,uk,DE,Oma.json,-72.858593
DE34595588216238437595,Joana Täsche,joana.täsche@msn.com,Metz GmbH & Co. KG,"4,50 €",162.267465,2022-06-03,Afar,Asia/Yerevan,Slowakei,1995-12-18T10:24:40,cy,DE,rot.mov,23.299807
DE13620002457191720735,Raphaela Otto,raphaela.otto@gmx.de,Gieß,"7,38 €",70.268881,1971-05-27,Manx,Europe/Belgrade,Neukaledonien,2017-03-03T02:44:52,ve,DE,turnen.docx,20.4259015
DE42333374794329263329,Hanife Hübel,hanife.hübel@gmx.de,Klapp e.V.,"619,42 €",156.526430,1971-08-18,Cree,Africa/Kampala,Serbien,1977-04-14T15:47:19,tig,DE,Zimmer.html,6.085443
DE88173116227822030063,Zbigniew Atzler,zbigniew.atzler@msn.com,Rose Eberth KG,"80.342,70 €",20.122487,1975-09-23,Chichewa,Africa/Sao_Tome,Puerto Rico,2019-12-22T07:34:43,mai,DE,Seite.gif,30.0577215
DE91831211206986675882,Wojciech Salz,wojciech.salz@hotmail.com,Neureuther,"5.314,57 €",-137.615565,1979-11-16,Western Frisian,Africa/Asmera,Jemen,1970-04-03T05:07:17,uz,DE,los.png,21.551813
DE95064480139427173374,Dominic Franke,dominic.franke@gmail.com,Bähr,"78,79 €",86.738030,1993-05-21,Ewe,Africa/Douala,Britisches Territorium im Indischen Ozean,1974-09-04T11:34:40,gu,DE,allein.gif,-40.449758
DE58890805569396687479,Lieselotte Niemeier,lieselotte.niemeier@gmx.de,Stroh Scheel AG,"77.685,61 €",-68.100726,2008-01-17,Marshallese,Asia/Chongqing,Malta,1971-08-31T00:49:24,fur,DE,später.pdf,-73.4526815
DE33609369583759212644,Paula Staude,paula.staude@gmx.de,Peukert,"436,11 €",-128.676395,1976-04-25,Czech,Africa/Monrovia,Liechtenstein,1972-08-27T00:34:52,as,DE,hin.odp,-73.3291815
DE41812769715959465641,Kristina Wirth,kristina.wirth@hotmail.com,Birnbaum,"466,69 €",-45.955044,2017-01-23,Tagalog,Europe/San_Marino,Guernsey,1988-01-04T10:29:45,eu,DE,später.wav,-14.052053
DE30075150571613456601,Albin Loos,albin.loos@msn.com,Kranz GmbH,"24,01 €",73.655212,1977-04-06,Polish,America/Grenada,Togo,1971-08-19T21:59:57,ta,DE,Rad.tiff,33.898947
DE80729033208427070894,Ignaz Hentschel,ignaz.hentschel@msn.com,Becker Hettner KG,"35.734,39 €",67.169120,1974-04-24,Czech,Asia/Ulaanbaatar,Griechenland,1998-10-14T14:43:06,fo,DE,ja.xls,24.918482
DE67091013561799023017,Katarzyna Plath,katarzyna.plath@gmx.de,Henck GmbH & Co. OHG,"9.406,99 €",-78.450971,2017-06-21,Tahitian,Europe/Riga,Georgien,2013-11-18T16:33:29,ks,DE,ihn.css,8.6952755
DE04298466154282473749,Gisa Ziegert,gisa.ziegert@msn.com,Bauer,"6,45 €",-136.305964,1982-12-28,Uighur,Africa/Cairo,Guam,1970-03-15T21:28:33,tl,DE,draußen.wav,-31.9362245
DE43005999280774617778,Jose Segebahn,jose.segebahn@gmx.de,Weitzel Budig GmbH & Co. KG,"101,91 €",47.439639,1980-07-29,Assamese,America/Eirunepe,Gabun,1979-12-02T00:52:32,sl,DE,ob.avi,3.3061935
DE51826143891085946850,Luzie Kramer,luzie.kramer@proton.ch,Geißler Bärer AG,"934,39 €",174.126267,1996-12-07,Xhosa,Asia/Brunei,Amerikanisch-Ozeanien,1989-08-20T20:57:40,et,DE,schon.pptx,-15.841624
DE53286445349893740099,Leonhard Zirme,leonhard.zirme@gmail.com,Klingelhöfer Reinhardt KG,"5.661,74 €",95.431096,1982-05-08,Samoan,Europe/Warsaw,Südafrika,1988-12-07T12:20:17,hak,DE,holen.bmp,-15.3628145
DE75439793205591243662,Jörg Weihmann,jörg.weihmann@gmail.com,Jopich AG,"8,64 €",26.301027,2001-06-24,Marathi,Asia/Karachi,Montenegro,1983-04-13T00:03:38,mai,DE,Jahr.mp4,-35.8375815
DE30991774780878073973,Hedwig Wesack,hedwig.wesack@gmx.de,Schmiedecke Noack AG & Co. OHG,"2,18 €",93.599838,2000-06-29,Fijian,Asia/Kabul,St. Kitts und Nevis,1995-08-17T14:18:14,ko,DE,richtig.pdf,85.136527
DE08215647436342746990,Alexandre Renner,alexandre.renner@gmx.de,Heß,"861,27 €",145.301503,1994-06-21,Macedonian,Europe/Skopje,Madagaskar,2021-07-06T05:25:29,ayc,DE,lassen.wav,71.4095965
DE29709701620794190965,Marlis Baum,marlis.baum@hotmail.com,Jäntsch Klemm GmbH,"371,19 €",31.887265,2015-06-26,Tatar,Europe/Andorra,St. Barthélemy,1994-01-10T21:39:55,nr,DE,hängen.mp3,-21.2783835
DE56171320646776445286,Gottfried Tintzmann,gottfried.tintzmann@proton.ch,Aumann KGaA,"69,95 €",21.804643,2002-03-11,Faroese,Indian/Antananarivo,Guernsey,2011-02-23T12:54:11,am,DE,gesund.odt,-81.787580
DE30619419655891133896,Daniele Ladeck,daniele.ladeck@msn.com,Kramer Geisler GmbH,"4.883,46 €",-11.310358,2007-10-29,Guarani,Africa/Bamako,Gambia,2001-12-29T12:25:15,fy,DE,glauben.css,-40.004027
DE85952576963697965227,Enno Kensy,enno.kensy@gmail.com,Eberhardt,"78.680,30 €",-103.757752,1982-08-31,Maltese,Asia/Singapore,Guyana,2002-12-05T01:58:07,wae,DE,Spiel.docx,-72.4312685
DE57793021706057145021,Jochem Hermann,jochem.hermann@gmx.de,Wernecke Reising GmbH & Co. OHG,"28.370,91 €",170.867163,1971-05-31,Nauru,Europe/Prague,Madagaskar,1986-12-13T17:11:55,ce,DE,Bauer.js,-51.2096985
DE06989994666478884726,Georgine Sorgatz,georgine.sorgatz@proton.ch,Eigenwillig Weitzel GmbH & Co. OHG,"43,57 €",88.295081,1986-04-11,Uighur,Asia/Thimphu,Usbekistan,1994-08-27T20:40:26,nso,DE,Zeit.mp4,-68.938689
DE49840098760882649656,Otmar Koch II,otmar.koch ii@proton.ch,Segebahn Zahn OHG mbH,"9,50 €",4.961672,2010-06-17,Norwegian,America/Guayaquil,Libyen,1995-06-13T02:03:32,rw,DE,ihn.mp3,-86.095623
DE33085597451662113203,Theresa Henk,theresa.henk@proton.ch,Grein Groth Junken KG,"789,15 €",56.926460,1971-06-05,Kanuri,America/Montevideo,Honduras,1986-05-27T06:03:05,ur,DE,bleiben.css,85.141371
